# number of annotations: 3390
# number of IDs: 27
# %sparse: 19.57

# the sum and mean counts per row
                  sum     mean
1.4.3.20       176.24     6.53
2.7.11.21      176.19     6.53
2.7.1.209      175.60     6.50
1.1.3.48       174.78     6.47
3.1.1.2        174.08     6.45
3.1.8.1        174.08     6.45
4.1.99.5       173.37     6.42
2.7.7.97       172.95     6.41
2.1.1.181      172.92     6.40
1.14.13.113    172.67     6.40
1.14.13.163    172.21     6.38
1.16.9.1       170.09     6.30
2.7.1.182      169.95     6.29
1.6.2.2        168.68     6.25
2.7.1.55       168.11     6.23
2.3.1.67       167.62     6.21
2.3.1.43       167.48     6.20
1.2.1.71       167.33     6.20
4.1.2.56       166.18     6.15
1.14.13.59     165.28     6.12
3.2.1.64       164.33     6.09
2.7.11.24      163.86     6.07
3.2.1.75       162.59     6.02
2.4.1.153      162.37     6.01
2.4.1.217      161.63     5.99
2.5.1.134      161.03     5.96
3.2.1.130      160.79     5.96
1.21.99.5      160.74     5.95
3.4.21.61      160.33     5.94
1.3.1.25       160.24     5.93
3.5.1.125      160.11     5.93
2.7.1.78       159.83     5.92
3.5.1.82       159.29     5.90
1.1.1.325      159.26     5.90
1.14.11.6      159.23     5.90
2.1.1.313      159.00     5.89
3.4.24.64      158.60     5.87
3.4.24.80      157.60     5.84
3.6.1.61       157.37     5.83
2.8.3.20       155.98     5.78
1.1.1.56       155.58     5.76
1.1.1.413      155.55     5.76
2.8.2.4        155.53     5.76
1.14.13.148    154.92     5.74
2.7.1.211      154.81     5.73
4.4.1.3        153.94     5.70
2.8.3.13       153.53     5.69
3.5.1.14       153.13     5.67
3.4.14.12      152.34     5.64
1.3.1.70       151.67     5.62
3.5.1.52       151.56     5.61
4.1.1.85       151.56     5.61
2.1.1.269      151.49     5.61
1.5.3.7        151.21     5.60
2.4.1.142      150.33     5.57
3.2.1.198      150.17     5.56
1.1.1.307      148.49     5.50
1.7.1.4        148.26     5.49
3.1.1.13       147.94     5.48
1.5.1.15       147.70     5.47
2.7.11.23      146.69     5.43
1.2.1.76       146.66     5.43
4.99.1.10      146.49     5.43
1.14.13.151    146.47     5.42
3.4.21.19      145.72     5.40
2.7.1.8        144.09     5.34
3.1.6.4        143.69     5.32
1.8.3.5        143.28     5.31
1.8.3.6        143.28     5.31
3.1.1.74       142.74     5.29
1.13.11.33     141.84     5.25
3.5.2.19       141.58     5.24
1.5.99.12      140.64     5.21
3.2.1.49       139.45     5.16
2.3.1.202      138.61     5.13
1.14.12.11     137.97     5.11
1.14.12.3      137.97     5.11
2.3.1.262      137.21     5.08
1.14.14.8      136.94     5.07
2.4.1.265      136.89     5.07
4.2.1.159      136.23     5.05
2.4.1.232      135.86     5.03
6.2.1.51       135.84     5.03
2.4.1.276      135.83     5.03
1.6.3.1        134.18     4.97
1.2.1.78       133.43     4.94
1.13.11.50     133.17     4.93
1.20.1.1       132.90     4.92
4.2.1.132      132.37     4.90
3.4.24.78      131.66     4.88
1.4.1.16       131.01     4.85
2.7.1.137      130.39     4.83
3.4.21.72      130.28     4.83
6.3.2.33       130.15     4.82
2.7.12.2       129.46     4.79
2.3.1.4        129.34     4.79
1.14.13.170    128.83     4.77
1.14.13.171    128.83     4.77
2.5.1.87       128.71     4.77
5.1.1.22       128.60     4.76
2.4.1.123      127.65     4.73
1.1.1.170      127.09     4.71
1.14.14.46     127.02     4.70
2.4.1.282      126.81     4.70
1.14.19.41     126.75     4.69
1.5.1.25       126.47     4.68
6.2.1.12       126.47     4.68
1.14.13.222    125.79     4.66
2.3.1.252      125.78     4.66
3.6.1.25       125.62     4.65
2.1.1.221      125.27     4.64
1.13.11.78     124.75     4.62
2.7.1.31       123.56     4.58
1.14.11.35     123.51     4.57
3.5.1.15       122.94     4.55
2.7.1.105      122.08     4.52
1.1.1.349      122.08     4.52
2.7.4.23       121.78     4.51
3.5.4.29       121.57     4.50
2.7.9.4        121.42     4.50
3.6.1.43       121.31     4.49
2.7.8.45       120.62     4.47
1.14.13.12     120.32     4.46
2.3.1.231      120.26     4.45
2.1.1.290      120.26     4.45
1.14.13.92     120.08     4.45
2.3.1.176      119.82     4.44
2.4.1.247      119.16     4.41
3.5.1.99       118.87     4.40
3.1.3.43       118.18     4.38
3.1.11.3       118.02     4.37
5.1.3.27       117.98     4.37
2.3.1.89       117.92     4.37
5.3.1.33       117.62     4.36
1.14.13.196    116.76     4.32
1.14.13.195    116.76     4.32
2.7.7.52       116.63     4.32
3.1.3.101      116.48     4.31
1.1.99.6       114.79     4.25
3.4.24.21      114.79     4.25
1.1.3.13       114.37     4.24
3.4.22.68      114.21     4.23
1.14.99.51     113.98     4.22
2.7.11.13      113.77     4.21
3.2.1.164      113.40     4.20
4.2.1.165      113.02     4.19
1.1.1.16       111.93     4.15
3.1.4.54       111.82     4.14
2.1.1.322      110.85     4.11
2.7.1.187      110.48     4.09
2.1.1.320      109.17     4.04
2.1.1.254      109.03     4.04
3.2.2.29       108.75     4.03
1.8.1.19       108.74     4.03
2.4.1.246      108.22     4.01
2.4.1.216      107.85     3.99
3.4.17.4       107.24     3.97
1.13.11.60     107.06     3.97
5.4.4.5        107.06     3.97
5.4.4.6        107.06     3.97
2.4.1.50       106.74     3.95
2.1.3.10       106.30     3.94
1.14.11.4      106.28     3.94
2.7.1.190      106.00     3.93
4.4.1.31       105.54     3.91
2.7.8.38       104.35     3.86
4.3.1.28       104.05     3.85
2.4.1.66       103.85     3.85
4.1.3.43       103.67     3.84
2.3.1.237      101.84     3.77
2.4.1.287      101.82     3.77
3.1.4.50       101.74     3.77
3.6.4.7        101.58     3.76
1.1.99.18      101.53     3.76
3.4.23.25      101.45     3.76
3.5.4.30       101.28     3.75
3.1.1.47       100.91     3.74
1.4.3.25       100.87     3.74
3.4.21.7       100.83     3.73
2.1.1.310      100.68     3.73
1.6.5.9        100.63     3.73
2.5.1.94       100.36     3.72
2.5.1.63       100.36     3.72
3.5.4.6         99.74     3.69
1.14.11.39      99.71     3.69
6.3.2.51        99.17     3.67
3.4.23.42       98.06     3.63
3.1.6.13        97.68     3.62
3.6.1.5         97.29     3.60
2.1.1.233       96.55     3.58
5.4.99.30       96.18     3.56
1.14.13.220     95.84     3.55
1.1.99.40       95.42     3.53
2.7.1.91        95.37     3.53
2.7.1.82        94.78     3.51
3.5.1.102       94.54     3.50
1.14.14.21      94.28     3.49
3.1.22.1        94.23     3.49
3.2.1.60        93.85     3.48
2.4.1.259       93.40     3.46
2.4.1.261       93.40     3.46
2.3.1.255       93.39     3.46
1.10.3.9        93.25     3.45
3.1.27.3        92.39     3.42
1.14.19.42      92.32     3.42
3.4.23.1        91.90     3.40
1.14.13.23      91.89     3.40
2.7.1.22        91.21     3.38
2.1.1.342       91.03     3.37
2.1.1.56        90.87     3.37
3.4.23.34       90.79     3.36
2.4.1.291       90.55     3.35
2.8.3.17        90.40     3.35
1.13.11.38      90.28     3.34
1.1.1.283       89.16     3.30
1.1.1.320       88.88     3.29
2.7.9.5         88.01     3.26
3.2.2.3         87.91     3.26
3.6.1.18        86.81     3.22
1.14.99.56      86.17     3.19
2.3.1.230       86.02     3.19
2.7.8.1         85.50     3.17
2.5.1.98        85.17     3.15
3.4.24.7        84.86     3.14
2.5.1.83        84.79     3.14
3.2.1.84        84.24     3.12
2.3.1.26        84.24     3.12
2.8.3.24        84.16     3.12
3.2.1.169       83.99     3.11
2.7.1.199       83.85     3.11
3.5.3.15        83.83     3.10
1.1.1.258       83.67     3.10
1.1.2.7         83.65     3.10
2.1.1.202       83.46     3.09
1.1.1.388       83.26     3.08
2.1.1.174       82.94     3.07
2.7.1.200       82.53     3.06
1.3.1.75        82.15     3.04
2.3.1.24        81.33     3.01
3.2.1.62        81.24     3.01
3.2.1.108       81.24     3.01
2.1.1.333       81.21     3.01
1.1.1.8         80.99     3.00
3.4.23.5        80.95     3.00
1.1.1.51        80.46     2.98
1.1.1.163       79.81     2.96
3.1.3.95        79.76     2.95
2.7.8.31        79.75     2.95
1.5.1.21        79.58     2.95
4.4.1.21        79.43     2.94
5.5.1.16        79.38     2.94
3.6.3.22        78.97     2.92
1.14.11.56      78.44     2.91
1.14.11.8       78.40     2.90
2.3.1.97        77.73     2.88
2.4.1.257       77.72     2.88
2.4.1.132       77.72     2.88
3.3.2.6         77.36     2.87
1.14.19.22      77.11     2.86
1.14.19.6       77.11     2.86
3.6.1.42        77.07     2.85
4.2.1.146       76.78     2.84
1.3.1.89        76.70     2.84
1.14.17.3       76.52     2.83
2.1.1.324       76.40     2.83
2.1.1.235       76.40     2.83
2.1.1.332       75.92     2.81
2.4.1.325       75.92     2.81
6.4.1.7         75.12     2.78
2.1.1.205       75.03     2.78
4.2.1.48        74.81     2.77
2.3.1.45        74.56     2.76
2.7.1.196       74.39     2.76
2.7.1.205       74.39     2.76
3.1.7.9         73.64     2.73
3.1.7.8         73.64     2.73
3.1.7.12        73.64     2.73
1.14.13.8       73.56     2.72
3.4.23.18       72.75     2.69
1.1.3.37        72.73     2.69
3.1.3.46        72.65     2.69
3.1.1.22        72.46     2.68
1.14.14.54      72.24     2.68
1.1.1.251       72.14     2.67
2.5.1.79        72.07     2.67
2.5.1.58        72.02     2.67
1.1.1.313       71.56     2.65
2.7.1.172       71.22     2.64
2.4.1.131       71.15     2.64
1.14.99.29      70.94     2.63
3.6.1.62        70.50     2.61
1.18.1.6        70.20     2.60
1.3.1.13        70.15     2.60
1.5.1.47        70.10     2.60
1.1.1.11        69.88     2.59
1.13.11.55      69.78     2.58
1.14.19.20      69.72     2.58
3.2.1.155       68.58     2.54
1.14.11.46      68.44     2.53
2.7.4.21        68.27     2.53
3.2.1.6         68.07     2.52
3.1.3.67        68.01     2.52
1.14.13.63      67.98     2.52
2.7.11.2        67.90     2.51
3.4.24.17       67.85     2.51
3.4.16.5        67.68     2.51
1.1.1.145       66.60     2.47
1.17.4.2        66.26     2.45
2.7.7.50        65.86     2.44
2.1.1.331       65.84     2.44
1.1.1.101       65.82     2.44
4.1.2.34        65.16     2.41
2.4.1.44        65.01     2.41
1.1.3.21        64.66     2.39
3.5.1.89        64.54     2.39
2.1.1.247       64.37     2.38
2.4.1.231       63.90     2.37
3.1.6.12        63.62     2.36
2.5.1.132       63.18     2.34
1.8.1.20        63.14     2.34
1.3.1.88        63.03     2.33
2.8.2.20        62.58     2.32
2.1.1.168       62.55     2.32
5.4.99.44       62.53     2.32
2.3.1.158       62.48     2.31
2.1.1.6         61.91     2.29
5.4.2.3         61.63     2.28
2.1.1.251       61.51     2.28
3.4.23.46       61.45     2.28
2.7.7.92        61.43     2.28
3.4.11.15       61.39     2.27
2.7.1.68        61.21     2.27
3.4.21.48       61.17     2.27
5.1.3.24        61.11     2.26
2.5.1.116       60.92     2.26
2.5.1.115       60.92     2.26
2.5.1.82        60.71     2.25
1.1.1.354       60.57     2.24
1.2.1.82        60.19     2.23
1.1.1.43        59.90     2.22
2.1.1.183       59.63     2.21
4.4.1.33        59.43     2.20
3.4.11.23       59.18     2.19
2.1.1.62        59.00     2.19
1.5.3.5         58.92     2.18
1.1.1.62        58.91     2.18
5.4.4.4         58.91     2.18
4.2.1.127       58.91     2.18
6.3.4.11        58.72     2.17
6.3.4.9         58.72     2.17
6.3.4.10        58.72     2.17
1.3.99.30       58.30     2.16
2.1.1.314       58.25     2.16
2.1.1.256       58.13     2.15
2.7.1.32        57.66     2.14
1.14.13.176     57.66     2.14
3.2.1.122       57.65     2.14
2.4.1.186       57.60     2.13
2.1.1.282       57.52     2.13
2.4.1.58        56.95     2.11
4.3.2.5         56.22     2.08
1.13.12.5       56.19     2.08
2.3.1.22        56.10     2.08
2.1.1.234       56.02     2.07
1.3.3.13        55.90     2.07
2.3.1.122       55.90     2.07
1.1.1.330       55.55     2.06
3.4.24.27       55.45     2.05
5.4.3.6         55.44     2.05
1.10.3.15       55.42     2.05
1.3.1.6         55.02     2.04
2.4.1.9         54.95     2.04
6.1.2.1         54.82     2.03
3.1.3.103       54.67     2.02
1.1.1.24        54.53     2.02
1.13.11.62      54.19     2.01
2.4.1.117       54.14     2.01
2.8.2.39        53.43     1.98
5.4.99.45       53.20     1.97
2.1.1.311       53.00     1.96
3.1.1.88        52.72     1.95
3.4.24.59       52.51     1.94
2.1.1.260       52.15     1.93
1.2.1.80        52.10     1.93
5.1.1.21        51.85     1.92
1.13.11.59      51.47     1.91
1.3.1.42        51.38     1.90
2.7.11.26       51.22     1.90
3.1.3.32        51.14     1.89
1.11.2.3        50.86     1.88
2.6.1.39        50.41     1.87
2.6.1.27        50.41     1.87
2.3.1.258       50.15     1.86
1.1.3.17        50.08     1.85
3.2.1.171       50.08     1.85
2.7.1.44        49.99     1.85
2.5.1.59        49.89     1.85
2.3.1.80        49.75     1.84
2.1.1.114       49.62     1.84
1.3.99.33       49.43     1.83
3.6.1.59        49.40     1.83
2.6.1.5         49.35     1.83
1.7.1.2         49.03     1.82
1.7.1.3         49.03     1.82
1.7.1.1         49.03     1.82
6.3.3.6         48.99     1.81
2.7.4.14        48.80     1.81
6.2.1.40        48.13     1.78
2.3.1.200       47.75     1.77
3.4.21.81       47.60     1.76
2.6.1.7         47.48     1.76
1.14.14.23      47.38     1.75
1.14.14.29      47.38     1.75
1.11.2.1        47.09     1.74
1.16.8.1        46.96     1.74
1.14.18.9       46.88     1.74
1.14.11.40      46.76     1.73
2.5.1.117       46.59     1.73
4.1.99.16       45.89     1.70
4.2.3.22        45.89     1.70
4.2.3.75        45.89     1.70
2.7.1.149       45.87     1.70
3.6.1.56        45.75     1.69
1.14.18.6       45.29     1.68
2.1.1.287       45.28     1.68
1.1.1.311       45.17     1.67
2.7.2.15        44.82     1.66
1.14.11.34      44.37     1.64
1.13.12.19      44.37     1.64
2.6.1.40        44.33     1.64
6.2.1.35        44.28     1.64
2.3.1.94        44.19     1.64
2.1.1.145       44.13     1.63
2.4.1.141       44.12     1.63
5.1.3.39        44.11     1.63
4.3.1.9         43.93     1.63
6.3.2.49        43.88     1.63
5.1.3.17        43.85     1.62
1.1.1.156       43.55     1.61
3.1.3.21        43.55     1.61
3.1.3.68        43.55     1.61
1.14.13.182     43.38     1.61
4.1.2.49        43.09     1.60
4.2.1.107       42.68     1.58
5.1.1.12        42.38     1.57
1.5.3.17        42.12     1.56
3.6.1.65        41.39     1.53
3.4.21.34       41.33     1.53
3.4.21.27       41.33     1.53
3.2.1.106       41.20     1.53
2.3.1.199       40.79     1.51
3.1.1.89        40.76     1.51
5.5.1.24        40.73     1.51
2.1.1.229       40.48     1.50
1.3.99.37       40.38     1.50
2.3.1.254       40.12     1.49
1.1.1.107       39.93     1.48
2.7.1.108       39.55     1.46
2.7.1.153       39.23     1.45
1.4.3.10        39.11     1.45
2.3.2.8         38.92     1.44
2.3.1.256       38.82     1.44
2.4.2.58        37.76     1.40
2.7.4.10        37.63     1.39
3.3.2.10        37.60     1.39
3.2.1.204       37.14     1.38
2.4.1.41        37.12     1.37
2.1.1.312       37.00     1.37
4.2.3.154       36.90     1.37
1.5.1.43        36.84     1.36
3.2.1.181       36.80     1.36
2.3.2.24        36.34     1.35
4.1.1.99        36.31     1.34
1.1.1.252       34.71     1.29
2.4.1.258       34.39     1.27
4.2.1.161       34.34     1.27
1.3.1.91        34.30     1.27
1.13.11.76      34.30     1.27
1.13.11.74      34.30     1.27
1.3.1.58        34.13     1.26
2.4.1.303       33.76     1.25
1.1.1.116       33.74     1.25
2.4.1.256       33.39     1.24
2.4.1.198       33.27     1.23
2.3.1.60        33.17     1.23
5.1.1.5         33.04     1.22
2.1.1.315       32.87     1.22
2.6.1.108       32.86     1.22
2.1.1.211       32.81     1.22
3.4.21.108      32.74     1.21
3.4.19.11       32.70     1.21
3.2.1.39        32.56     1.21
2.6.1.81        32.50     1.20
2.7.1.154       32.36     1.20
2.3.1.257       32.34     1.20
2.1.1.214       32.25     1.19
4.2.1.142       31.91     1.18
4.2.1.143       31.91     1.18
1.13.12.21      31.79     1.18
4.1.2.45        31.79     1.18
2.4.1.166       31.67     1.17
1.3.2.3         31.66     1.17
4.2.1.160       31.59     1.17
1.1.1.402       31.55     1.17
1.2.1.31        31.53     1.17
2.7.1.174       31.46     1.17
2.3.1.221       31.35     1.16
1.1.99.39       31.30     1.16
4.4.1.17        31.05     1.15
3.4.24.30       30.94     1.15
2.4.1.311       30.53     1.13
2.5.1.57        30.52     1.13
3.1.3.76        30.35     1.12
1.1.1.365       30.27     1.12
5.3.99.3        30.21     1.12
2.3.1.193       30.19     1.12
1.13.11.19      30.15     1.12
3.6.3.35        30.09     1.11
2.7.1.64        30.05     1.11
3.1.3.84        30.02     1.11
3.2.1.205       29.98     1.11
2.4.2.46        29.77     1.10
2.3.1.203       29.30     1.09
3.5.5.6         29.16     1.08
1.5.1.49        28.90     1.07
2.1.1.180       28.81     1.07
1.1.1.270       28.80     1.07
3.4.11.26       28.67     1.06
3.4.17.12       28.21     1.04
1.3.1.90        27.89     1.03
6.3.2.20        27.70     1.03
2.1.1.244       27.66     1.02
3.5.3.22        27.66     1.02
3.4.19.16       27.61     1.02
2.4.1.161       27.56     1.02
1.5.1.24        27.21     1.01
1.1.1.184       27.17     1.01
1.1.1.189       27.17     1.01
1.1.1.197       27.17     1.01
2.6.1.48        27.13     1.00
1.21.99.1       27.08     1.00
4.1.1.6         27.01     1.00
2.3.1.17        26.51     0.98
2.7.1.158       26.50     0.98
3.6.1.10        26.36     0.98
2.4.1.290       26.35     0.98
3.4.21.68       26.16     0.97
1.3.1.94        25.98     0.96
2.7.1.140       25.71     0.95
2.7.1.151       25.71     0.95
2.4.2.31        25.65     0.95
1.3.1.93        25.61     0.95
2.4.1.134       25.46     0.94
3.2.1.151       25.34     0.94
2.3.1.85        25.34     0.94
2.1.1.268       25.28     0.94
3.1.1.97        24.79     0.92
4.2.1.137       24.61     0.91
5.5.1.5         24.20     0.90
1.14.14.15      23.94     0.89
4.3.99.2        23.83     0.88
1.14.15.20      23.73     0.88
3.4.24.79       23.57     0.87
2.4.1.260       23.38     0.87
3.1.1.86        23.25     0.86
3.1.2.2         23.17     0.86
6.3.2.26        23.13     0.86
5.3.99.10       22.51     0.83
3.1.3.56        22.41     0.83
5.1.3.35        22.27     0.82
2.1.1.309       22.24     0.82
2.1.1.109       21.97     0.81
4.1.1.69        21.85     0.81
2.4.1.225       21.79     0.81
2.4.1.224       21.79     0.81
1.14.13.200     21.61     0.80
4.2.1.69        21.27     0.79
2.3.1.76        21.23     0.79
2.3.1.75        21.23     0.79
1.3.1.38        21.15     0.78
1.3.8.14        20.52     0.76
5.3.2.1         20.52     0.76
1.2.3.1         20.39     0.76
5.4.1.4         20.38     0.75
4.2.1.93        20.30     0.75
2.7.8.2         20.20     0.75
2.7.8.17        19.97     0.74
3.6.1.16        19.96     0.74
3.6.1.53        19.96     0.74
3.1.11.7        19.86     0.74
3.1.11.8        19.86     0.74
3.1.12.2        19.86     0.74
3.1.3.24        19.83     0.73
2.7.11.18       19.59     0.73
1.14.18.8       19.46     0.72
1.14.13.96      19.46     0.72
1.8.3.2         19.27     0.71
1.1.1.211       19.26     0.71
3.6.1.28        19.26     0.71
3.4.11.22       19.24     0.71
4.3.2.9         19.01     0.70
1.10.3.16       19.00     0.70
3.1.3.90        18.91     0.70
2.7.1.179       18.67     0.69
2.7.1.145       18.55     0.69
4.1.2.51        18.47     0.68
1.1.1.195       18.45     0.68
3.4.22.1        18.40     0.68
2.4.1.213       18.38     0.68
3.4.19.14       18.25     0.68
1.1.1.120       18.14     0.67
1.14.99.54      18.00     0.67
3.4.22.63       17.97     0.67
3.4.22.61       17.97     0.67
3.4.22.56       17.97     0.67
3.4.22.59       17.97     0.67
3.4.22.60       17.97     0.67
3.4.22.55       17.97     0.67
3.1.2.27        17.91     0.66
1.3.8.3         17.82     0.66
3.4.22.16       17.80     0.66
1.14.13.175     17.66     0.65
3.1.2.22        17.64     0.65
1.5.4.1         17.57     0.65
3.2.1.143       17.45     0.65
1.5.1.34        17.37     0.64
1.14.11.13      17.17     0.64
2.1.1.286       16.98     0.63
2.7.1.86        16.94     0.63
1.14.11.7       16.90     0.63
3.2.1.76        16.81     0.62
1.17.5.3        16.77     0.62
3.5.4.34        16.77     0.62
2.5.1.38        16.66     0.62
2.4.1.223       16.46     0.61
1.2.1.65        16.33     0.60
4.2.1.134       16.32     0.60
2.4.1.229       15.96     0.59
1.17.98.2       15.82     0.59
1.3.1.105       15.73     0.58
1.1.1.298       15.19     0.56
1.5.7.2         15.17     0.56
2.4.1.92        15.10     0.56
3.10.1.1        14.85     0.55
4.1.2.8         14.82     0.55
2.4.1.305       14.68     0.54
2.7.1.173       14.65     0.54
1.14.13.39      14.64     0.54
3.1.4.14        14.55     0.54
3.5.1.59        14.47     0.54
3.1.1.94        14.38     0.53
4.2.1.117       14.32     0.53
4.2.3.134       14.30     0.53
2.4.1.19        14.27     0.53
4.2.1.94        14.18     0.53
2.4.1.267       14.10     0.52
4.2.1.170       14.01     0.52
2.3.1.5         13.59     0.50
3.7.1.8         13.51     0.50
1.3.1.3         13.49     0.50
2.3.2.25        13.39     0.50
1.1.1.141       13.35     0.49
2.7.7.79        13.18     0.49
2.7.8.46        13.06     0.48
3.4.24.65       13.03     0.48
3.4.16.2        12.95     0.48
2.1.1.255       12.93     0.48
2.3.1.243       12.87     0.48
4.1.1.100       12.73     0.47
1.1.1.250       12.64     0.47
1.14.18.7       12.63     0.47
6.1.1.26        12.46     0.46
2.4.1.143       12.22     0.45
3.1.1.65        12.22     0.45
2.1.1.165       12.19     0.45
6.3.4.16        11.92     0.44
2.4.1.292       11.82     0.44
3.6.1.52        11.73     0.43
3.4.24.61       11.71     0.43
2.1.1.85        11.66     0.43
2.1.1.161       11.42     0.42
2.1.1.2         11.37     0.42
3.2.1.59        11.23     0.42
2.8.2.5         11.21     0.42
3.4.22.27       11.17     0.41
1.5.99.13       11.08     0.41
1.2.1.98        11.04     0.41
3.4.21.70       11.02     0.41
3.4.21.71       11.02     0.41
3.4.21.99       11.02     0.41
3.4.21.2        11.02     0.41
4.1.2.54        11.01     0.41
3.4.24.67       11.00     0.41
3.4.24.76       10.93     0.40
4.2.1.140       10.89     0.40
2.4.1.180       10.79     0.40
2.4.1.184       10.58     0.39
4.2.3.118       10.57     0.39
5.3.99.2        10.52     0.39
1.7.1.6         10.45     0.39
1.8.7.2         10.41     0.39
1.14.21.7       10.35     0.38
1.16.1.5        10.32     0.38
1.2.1.51        10.32     0.38
3.4.11.7        10.31     0.38
5.4.99.32       10.31     0.38
3.1.3.79        10.28     0.38
5.3.3.5         10.24     0.38
1.3.1.24        10.18     0.38
1.5.1.30        10.18     0.38
1.14.11.42      10.01     0.37
1.3.1.87         9.80     0.36
5.3.1.31         9.77     0.36
3.4.23.45        9.75     0.36
2.5.1.43         9.72     0.36
2.1.1.224        9.68     0.36
2.3.1.164        9.67     0.36
1.4.3.24         9.60     0.36
3.2.1.166        9.53     0.35
1.1.1.208        9.52     0.35
3.1.3.89         9.51     0.35
1.14.13.174      9.46     0.35
1.1.1.372        9.21     0.34
2.4.2.44         9.18     0.34
1.21.3.1         8.95     0.33
1.14.13.224      8.92     0.33
3.5.5.4          8.89     0.33
4.2.1.65         8.89     0.33
1.7.1.14         8.73     0.32
2.4.1.38         8.72     0.32
2.4.1.90         8.72     0.32
2.4.1.22         8.72     0.32
1.3.1.53         8.71     0.32
1.14.12.23       8.68     0.32
1.14.12.24       8.68     0.32
1.14.12.12       8.68     0.32
1.14.13.128      8.67     0.32
1.14.17.4        8.52     0.32
1.7.3.1          8.48     0.31
4.2.1.124        8.44     0.31
5.4.99.57        8.44     0.31
5.4.99.31        8.44     0.31
5.4.99.39        8.44     0.31
5.4.99.53        8.44     0.31
5.4.99.56        8.44     0.31
5.4.99.54        8.44     0.31
5.4.99.36        8.44     0.31
5.4.99.52        8.44     0.31
1.11.1.19        8.43     0.31
1.4.3.1          8.41     0.31
2.3.1.194        8.38     0.31
2.1.1.293        8.27     0.31
3.4.17.3         8.25     0.31
3.1.2.32         8.18     0.30
2.3.1.102        8.00     0.30
6.3.2.38         8.00     0.30
1.1.1.179        8.00     0.30
2.7.1.198        7.99     0.30
1.3.1.56         7.99     0.30
3.6.1.29         7.98     0.30
2.3.1.259        7.90     0.29
1.1.1.373        7.86     0.29
2.1.1.203        7.82     0.29
1.8.1.12         7.78     0.29
2.4.1.312        7.77     0.29
3.5.1.46         7.72     0.29
1.13.12.22       7.67     0.28
1.1.1.358        7.59     0.28
1.1.1.146        7.51     0.28
3.4.21.80        7.51     0.28
1.8.98.3         7.45     0.28
2.6.1.34         7.42     0.27
1.1.1.357        7.35     0.27
2.4.1.275        7.32     0.27
3.4.18.1         6.86     0.25
3.2.1.107        6.83     0.25
3.4.22.42        6.81     0.25
1.5.8.3          6.81     0.25
1.14.13.78       6.74     0.25
2.7.8.42         6.73     0.25
2.5.1.138        6.54     0.24
1.1.1.178        6.53     0.24
1.14.11.54       6.40     0.24
2.3.1.226        6.40     0.24
6.3.2.35         6.31     0.23
1.14.16.5        6.05     0.22
3.4.21.9         5.88     0.22
4.2.2.9          5.77     0.21
3.1.25.1         5.75     0.21
1.2.1.75         5.70     0.21
1.1.1.216        5.67     0.21
1.1.1.387        5.67     0.21
3.4.14.1         5.63     0.21
3.2.2.30         5.48     0.20
2.6.1.78         5.40     0.20
2.6.1.79         5.40     0.20
3.4.23.4         5.36     0.20
1.1.1.10         5.32     0.20
1.14.13.154      5.23     0.19
2.7.7.81         5.16     0.19
1.5.1.6          5.14     0.19
2.5.1.85         5.06     0.19
2.5.1.84         5.06     0.19
1.1.1.137        5.06     0.19
1.1.1.353        5.01     0.19
2.1.1.60         4.96     0.18
4.1.1.102        4.95     0.18
1.14.99.49       4.94     0.18
1.8.1.18         4.87     0.18
2.1.4.2          4.86     0.18
1.5.1.48         4.78     0.18
2.1.1.204        4.77     0.18
2.7.1.208        4.74     0.18
2.1.1.344        4.72     0.17
6.2.1.46         4.63     0.17
3.4.24.39        4.61     0.17
3.4.21.109       4.50     0.17
1.1.1.406        4.36     0.16
2.1.1.1          4.35     0.16
3.4.22.41        4.20     0.16
2.5.1.2          4.20     0.16
3.5.1.122        4.18     0.15
3.4.21.118       4.16     0.15
3.4.21.119       4.16     0.15
3.4.21.117       4.16     0.15
3.1.26.8         4.13     0.15
5.1.3.18         4.10     0.15
1.3.1.60         4.00     0.15
1.3.1.29         4.00     0.15
3.6.1.64         3.90     0.14
4.2.1.30         3.88     0.14
1.11.1.20        3.82     0.14
3.6.1.58         3.82     0.14
1.3.1.48         3.82     0.14
3.4.24.55        3.81     0.14
4.2.1.158        3.73     0.14
2.7.7.14         3.72     0.14
2.3.1.78         3.60     0.13
2.1.1.110        3.59     0.13
1.14.13.231      3.56     0.13
1.14.11.12       3.55     0.13
1.1.1.181        3.41     0.13
1.1.3.49         3.39     0.13
1.14.14.22       3.38     0.13
2.5.1.27         3.38     0.13
2.5.1.112        3.38     0.13
3.4.17.15        3.32     0.12
2.7.3.2          3.32     0.12
2.7.3.3          3.32     0.12
5.1.3.19         3.31     0.12
1.14.19.36       3.27     0.12
1.14.19.25       3.27     0.12
1.14.19.35       3.27     0.12
3.1.4.37         3.24     0.12
1.3.1.19         3.23     0.12
3.4.21.106       3.20     0.12
1.1.1.39         3.20     0.12
3.4.21.120       3.08     0.11
2.8.2.2          3.08     0.11
2.8.2.3          3.08     0.11
1.14.14.18       3.06     0.11
4.2.1.154        3.06     0.11
2.7.1.176        3.00     0.11
1.2.1.89         2.99     0.11
4.1.2.29         2.96     0.11
1.3.8.2          2.94     0.11
3.4.22.43        2.89     0.11
1.4.1.20         2.78     0.10
3.1.4.56         2.76     0.10
3.13.1.3         2.76     0.10
1.14.13.232      2.61     0.10
